title,price,description,date,token,hour,link
"יצחק שמיר 1
דירת גן, עפולה הצעירה, עפולה
3 חדרים • קומה 1 • 253 מ״ר","1,480,000 ₪","דירת גן, עפולה הצעירה, עפולה",2024-06-20,ol2r2bht,18:35:38,https://www.yad2.co.il/realestate/item/ol2r2bht?opened-from=feed&component-type=main_feed&spot=standard&location=22&pagination=1
"משה שמיר 29
בית פרטי/ קוטג', פסגת זאב, ירושלים
5.5 חדרים • קומה 1 • 187 מ״ר","3,500,000 ₪","בית פרטי/ קוטג', פסגת זאב, ירושלים",2024-06-20,mbotaen1,18:35:38,https://www.yad2.co.il/realestate/item/mbotaen1?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=1
"יהושע שטמפפר
דירה, מרכז העיר דרום, נתניה
4 חדרים • קומה 1 • 124 מ״ר","2,090,000 ₪","דירה, מרכז העיר דרום, נתניה",2024-06-20,01ij5kph,18:35:38,https://www.yad2.co.il/realestate/item/01ij5kph?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=1
"בני בנימין
דירה, נתניה
5 חדרים • קומה 8 • 131 מ״ר","4,450,000 ₪","דירה, נתניה",2024-06-20,xb1uovnj,18:35:38,https://www.yad2.co.il/realestate/item/xb1uovnj?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=1
"אלכסנדר סשה ארגוב 31
דופלקס, המשתלה, תל אביב יפו
4.5 חדרים • קומה 2 • 132 מ״ר","7,490,000 ₪","דופלקס, המשתלה, תל אביב יפו",2024-06-20,uc93287w,18:35:38,https://www.yad2.co.il/realestate/item/uc93287w?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=1
"גרציאני יצחק 4
דירה, גני שרונה, קרית הממשלה, תל אביב יפו
5 חדרים • קומה 16 • 114 מ״ר","5,550,000 ₪","דירה, גני שרונה, קרית הממשלה, תל אביב יפו",2024-06-20,zvpwgloh,18:35:38,https://www.yad2.co.il/realestate/item/zvpwgloh?opened-from=feed&component-type=main_feed&spot=standard&location=27&pagination=1
"בית פרטי/ קוטג', תל מונד
6 חדרים • קומה קרקע • 250 מ״ר","5,490,000 ₪","בית פרטי/ קוטג', תל מונד",2024-06-20,27ncna4b,18:35:38,https://www.yad2.co.il/realestate/item/27ncna4b?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=1
"בית פרטי/ קוטג', קיסריה
9 חדרים • קומה קרקע • 1097 מ״ר","13,900,000 ₪","בית פרטי/ קוטג', קיסריה",2024-06-20,oh08ueez,18:35:38,https://www.yad2.co.il/realestate/item/oh08ueez?opened-from=feed&component-type=main_feed&spot=standard&location=29&pagination=1
"גייגר
דירה, נווה אביבים, תל אביב יפו
5 חדרים • קומה 3 • 141 מ״ר","6,500,000 ₪","דירה, נווה אביבים, תל אביב יפו",2024-06-20,zwylawoq,18:35:39,https://www.yad2.co.il/realestate/item/zwylawoq?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=1
"יעקב תמרי
דירה, רחובות
4 חדרים • קומה 5 • 107 מ״ר","2,450,000 ₪","דירה, רחובות",2024-06-20,wb3igb20,18:35:39,https://www.yad2.co.il/realestate/item/wb3igb20?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=1
"דרך מנחם בגין 144
דירה, מונטיפיורי, הרכבת, תל אביב יפו
3 חדרים • קומה 10 • 79 מ״ר","3,590,000 ₪","דירה, מונטיפיורי, הרכבת, תל אביב יפו",2024-06-20,21qz9cck,18:35:39,https://www.yad2.co.il/realestate/item/21qz9cck?opened-from=feed&component-type=main_feed&spot=standard&location=32&pagination=1
"אמנון ותמר
דירה, רמת פולג, נתניה
4 חדרים • קומה 2 • 89 מ״ר","2,550,000 ₪","דירה, רמת פולג, נתניה",2024-06-20,mvjemnw2,18:35:39,https://www.yad2.co.il/realestate/item/mvjemnw2?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=1
"מתן
דו משפחתי, מתן, מתן
5.5 חדרים • קומה קרקע • 160 מ״ר","4,640,000 ₪","דו משפחתי, מתן, מתן",2024-06-20,zzp97mic,18:35:39,https://www.yad2.co.il/realestate/item/zzp97mic?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=1
"גלבר
דירת גן, רמת דניה, ירושלים
4 חדרים • קומה קרקע • 110 מ״ר","3,250,000 ₪","דירת גן, רמת דניה, ירושלים",2024-06-20,claozrc3,18:35:39,https://www.yad2.co.il/realestate/item/claozrc3?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=1
"דירה, רמת גן
4 חדרים • קומה 1 • 143 מ״ר","3,600,000 ₪","דירה, רמת גן",2024-06-20,qu9n8hwl,18:35:39,https://www.yad2.co.il/realestate/item/qu9n8hwl?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=1
"קהילת עדן 11
מגרשים, כרם התימנים, תל אביב יפו
קומה קרקע • 453 מ״ר","14,000,000 ₪","מגרשים, כרם התימנים, תל אביב יפו",2024-06-20,m4rb6bwx,18:35:40,https://www.yad2.co.il/realestate/item/m4rb6bwx?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=1
"פרוג
גג/ פנטהאוז, אגרובנק, חולון
5 חדרים • קומה 7 • 180 מ״ר","4,490,000 ₪","גג/ פנטהאוז, אגרובנק, חולון",2024-06-20,8eub9dr7,18:35:40,https://www.yad2.co.il/realestate/item/8eub9dr7?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=1
"דרך שלמה
דירה, תל אביב יפו
3 חדרים • קומה 5 • 76 מ״ר","4,190,000 ₪","דירה, תל אביב יפו",2024-06-20,zc85pfkw,18:35:40,https://www.yad2.co.il/realestate/item/zc85pfkw?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=1
"משה יוסטמן
דירה, גילה, ירושלים
5 חדרים • קומה 3 • 80 מ״ר","2,280,000 ₪","דירה, גילה, ירושלים",2024-06-20,esynvbjm,18:35:40,https://www.yad2.co.il/realestate/item/esynvbjm?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=1
"בית פרטי/ קוטג', חיפה
7 חדרים • קומה קרקע • 300 מ״ר","12,800,000 ₪","בית פרטי/ קוטג', חיפה",2024-06-20,l17dx6da,18:35:40,https://www.yad2.co.il/realestate/item/l17dx6da?opened-from=feed&component-type=main_feed&spot=standard&location=41&pagination=1
"אילת 7
דו משפחתי, בית אליעזר, חדרה
5 חדרים • קומה קרקע • 240 מ״ר","2,850,000 ₪","דו משפחתי, בית אליעזר, חדרה",2024-06-20,9b0wbz3x,18:35:40,https://www.yad2.co.il/realestate/item/9b0wbz3x?opened-from=feed&component-type=main_feed&spot=standard&location=42&pagination=1
"אדמונד פלג
דירה, נווה יעקב, ירושלים
4 חדרים • קומה 2 • 90 מ״ר","2,400,000 ₪","דירה, נווה יעקב, ירושלים",2024-06-20,nm8glhin,18:35:40,https://www.yad2.co.il/realestate/item/nm8glhin?opened-from=feed&component-type=main_feed&spot=standard&location=43&pagination=1
"אפי קפיטל בעיר היין שלב ג'
דירה, עיר היין, אשקלון
3 חדרים","1,814,000 ₪",N/A,2024-06-20,2_98_8329,18:35:41,https://www.yad2.co.il/item/2_98_8329?site=_inres_x1_l_15303_o_ws_ListingPro_16992
"רוטשטיין באיינשטיין – נתניה צפון
גג/ פנטהאוז, כוכב הצפון, נתניה
קומה 16","5,273,000 ₪",N/A,2024-06-20,2_98_8933,18:35:41,https://www.yad2.co.il/item/2_98_8933?site=_inres_x1_l_15304_o_ws_ListingPro_20472
"ברניצקי 9 ראשון לציון
דירה, רמז, מערב ותיק, ראשון לציון
4 חדרים • קומה 6 • 116 מ״ר","2,500,000 ₪",N/A,2024-06-20,2_98_9318,18:35:42,https://www.yad2.co.il/item/2_98_9318?site=_inres_x1_l_16310_o_ws_ListingBasic_14861
